Location,Population,date,HighestInfectionCount,HighestInfectionCountPerMillion,PercentPopulationInfected
Oman,5106622,2021-04-29,2010,393.607,0.03936065759321916
Oman,5106622,2021-04-30,2010,393.607,0.03936065759321916
Oman,5106622,2021-04-28,2001,391.844,0.03918441584280176
Oman,5106622,2021-04-27,1992,390.082,0.03900817409238436
Oman,5106622,2021-04-26,1983,388.319,0.03883193234196696
Oman,5106622,2021-04-25,1977,387.144,0.038714437841688695
Oman,5106622,2021-04-22,1942,380.291,0.038029053256732136
Oman,5106622,2021-04-23,1942,380.291,0.038029053256732136
Oman,5106622,2021-04-24,1942,380.291,0.038029053256732136
Bahrain,1701583,2021-04-30,646,379.646,0.03796464821287002
Oman,5106622,2021-04-21,1926,377.157,0.03771573458932343
Bahrain,1701583,2021-04-29,639,375.533,0.03755326657588845
Oman,5106622,2021-04-20,1909,373.828,0.037382833505201676
Bahrain,1701583,2021-04-28,632,371.419,0.03714188493890689
Oman,5106622,2021-04-19,1890,370.108,0.037010767587653835
Bahrain,1701583,2021-04-27,626,367.893,0.03678927210720841
Oman,5106622,2021-04-18,1878,367.758,0.0367757785870973
Bahrain,1701583,2021-04-26,625,367.305,0.03673050330192532
Bahrain,1701583,2021-04-25,624,366.717,0.03667173449664224
Kuwait,4270563,2021-04-30,1563,365.994,0.036599389822840694
Bahrain,1701583,2021-04-24,620,364.367,0.036436659275509924
Kuwait,4270563,2021-04-29,1554,363.886,0.03638864477587615
Bahrain,1701583,2021-04-23,617,362.604,0.036260352859660686
Kuwait,4270563,2021-04-28,1546,362.013,0.036201315845241014
Bahrain,1701583,2021-04-22,614,360.84,0.03608404644381144
Kuwait,4270563,2021-04-27,1535,359.437,0.035943738565617694
Kuwait,4270563,2021-04-26,1527,357.564,0.03575640963498255
Bahrain,1701583,2021-04-21,607,356.727,0.035672664806829874
Oman,5106622,2021-04-15,1821,356.596,0.03565958083445377
Oman,5106622,2021-04-16,1821,356.596,0.03565958083445377
Oman,5106622,2021-04-17,1821,356.596,0.03565958083445377
Bahrain,1701583,2021-04-20,605,355.551,0.03555512719626371
Kuwait,4270563,2021-04-25,1516,354.988,0.03549883235535923
Oman,5106622,2021-04-14,1807,353.854,0.035385427000471155
Kuwait,4270563,2021-04-24,1511,353.818,0.03538175177371227
Bahrain,1701583,2021-04-19,600,352.613,0.03526128316984831
Oman,5106622,2021-04-13,1798,352.092,0.03520918525005375
Kuwait,4270563,2021-04-23,1502,351.71,0.035171006726747736
Oman,5106622,2021-04-12,1789,350.329,0.03503294349963636
Kuwait,4270563,2021-04-22,1493,349.603,0.03496026167978321
Bahrain,1701583,2021-04-18,594,349.087,0.03490867033814983
Oman,5106622,2021-04-11,1776,347.784,0.03477837208236678
Kuwait,4270563,2021-04-21,1482,347.027,0.03470268440015989
Bahrain,1701583,2021-04-17,588,345.561,0.03455605750645135
Kuwait,4270563,2021-04-20,1468,343.749,0.03437485877154839
Oman,5106622,2021-04-08,1747,342.105,0.034210481997688495
Oman,5106622,2021-04-09,1747,342.105,0.034210481997688495
Oman,5106622,2021-04-10,1747,342.105,0.034210481997688495
Bahrain,1701583,2021-04-16,581,341.447,0.03414467586946978
Kuwait,4270563,2021-04-19,1456,340.939,0.034093865375595674
Oman,5106622,2021-04-07,1735,339.755,0.033975492997131956
Kuwait,4270563,2021-04-18,1448,339.065,0.033906536444960535
Oman,5106622,2021-04-06,1728,338.384,0.03383841608014065
Bahrain,1701583,2021-04-15,574,337.333,0.03373329423248821
Oman,5106622,2021-04-05,1722,337.209,0.03372092157986238
Kuwait,4270563,2021-04-17,1440,337.192,0.033719207514325396
Kuwait,4270563,2021-04-16,1436,336.255,0.033625543049007826
Bahrain,1701583,2021-04-14,569,334.395,0.03343945020607282
Kuwait,4270563,2021-04-15,1428,334.382,0.03343821411837268
Kuwait,4270563,2021-04-14,1423,333.211,0.03332113353672572
Bahrain,1701583,2021-04-13,566,332.631,0.033263143790223576
Kuwait,4270563,2021-04-13,1419,332.275,0.03322746907140815
Oman,5106622,2021-04-04,1690,330.943,0.033094284245044965
Kuwait,4270563,2021-04-12,1412,330.636,0.0330635562571024
Bahrain,1701583,2021-04-12,562,330.281,0.033028068569091254
Kuwait,4270563,2021-04-11,1407,329.465,0.03294647567545544
Oman,5106622,2021-04-01,1681,329.18,0.03291804249462756
Oman,5106622,2021-04-02,1681,329.18,0.03291804249462756
Oman,5106622,2021-04-03,1681,329.18,0.03291804249462756
Oman,5106622,2021-03-31,1678,328.593,0.03285929524448843
Kuwait,4270563,2021-04-10,1403,328.528,0.03285281121013787
Bahrain,1701583,2021-04-11,557,327.342,0.03273422454267585
Oman,5106622,2021-03-30,1669,326.831,0.03268305349407103
Kuwait,4270563,2021-04-09,1393,326.187,0.032618650046843944
Bahrain,1701583,2021-04-10,554,325.579,0.03255791812682661
Oman,5106622,2021-03-29,1662,325.46,0.03254597657707972
Oman,5106622,2021-03-28,1661,325.264,0.03252639416036668
Kuwait,4270563,2021-04-08,1383,323.845,0.032384488883550014
Bahrain,1701583,2021-04-09,550,323.228,0.03232284290569429
Oman,5106622,2021-03-25,1650,323.11,0.03231098757652319
Oman,5106622,2021-03-26,1650,323.11,0.03231098757652319
Oman,5106622,2021-03-27,1650,323.11,0.03231098757652319
Kuwait,4270563,2021-04-07,1379,322.908,0.032290824418232444
Bahrain,1701583,2021-04-08,548,322.053,0.03220530529512813
Oman,5106622,2021-03-24,1644,321.935,0.032193493076244924
Kuwait,4270563,2021-04-06,1373,321.503,0.03215032772025609
Bahrain,1701583,2021-04-07,547,321.465,0.03214653648984504
Bahrain,1701583,2021-04-06,545,320.29,0.03202899887927888
Oman,5106622,2021-03-23,1633,319.781,0.031978086492401435
Kuwait,4270563,2021-04-05,1365,319.63,0.03196299878962095
Oman,5106622,2021-03-22,1629,318.998,0.031899756825549255
Bahrain,1701583,2021-04-05,541,317.939,0.03179392365814656
Oman,5106622,2021-03-21,1622,317.627,0.03176267990855795
Oman,5106622,2021-03-18,1620,317.235,0.03172351507513186
Oman,5106622,2021-03-19,1620,317.235,0.03172351507513186
Oman,5106622,2021-03-20,1620,317.235,0.03172351507513186
Kuwait,4270563,2021-04-04,1353,316.82,0.031682005393668236
Oman,5106622,2021-03-17,1617,316.648,0.03166476782499272
Oman,5106622,2021-03-16,1614,316.06,0.031606020574853594
Oman,5106622,2021-03-15,1609,315.081,0.03150810849128837
Bahrain,1701583,2021-04-04,536,315.001,0.03150007963173116
Oman,5106622,2021-03-14,1608,314.885,0.03148852607457533
Kuwait,4270563,2021-04-03,1339,313.542,0.031354179765056736
Oman,5106622,2021-03-10,1600,313.319,0.03133186674087097
Oman,5106622,2021-03-11,1600,313.319,0.03133186674087097
Oman,5106622,2021-03-12,1600,313.319,0.03133186674087097
Oman,5106622,2021-03-13,1600,313.319,0.03133186674087097
Oman,5106622,2021-03-09,1597,312.731,0.03127311949073184
Oman,5106622,2021-03-08,1594,312.144,0.031214372240592703
Bahrain,1701583,2021-04-03,531,312.062,0.031206235605315755
Oman,5106622,2021-03-07,1591,311.556,0.03115562499045357
Kuwait,4270563,2021-04-02,1327,310.732,0.031073186369104024
Oman,5106622,2021-03-03,1583,309.99,0.030998965656749214
Oman,5106622,2021-03-04,1583,309.99,0.030998965656749214
Oman,5106622,2021-03-05,1583,309.99,0.030998965656749214
Oman,5106622,2021-03-06,1583,309.99,0.030998965656749214
Bahrain,1701583,2021-04-02,527,309.712,0.030971160384183433
Oman,5106622,2021-03-02,1580,309.402,0.030940218406610088
Kuwait,4270563,2021-04-01,1319,308.859,0.030885857438468885
Oman,5106622,2021-03-01,1577,308.815,0.03088147115647095
Kuwait,4270563,2021-03-31,1313,307.454,0.03074536074049253
Oman,5106622,2021-02-28,1570,307.444,0.03074439423947964
Bahrain,1701583,2021-04-01,523,307.361,0.030736085163051114
Kuwait,4270563,2021-03-30,1308,306.283,0.030628280158845566
Bahrain,1701583,2021-03-31,521,306.185,0.030618547552484953
Oman,5106622,2021-02-25,1562,305.877,0.030587734905775283
Oman,5106622,2021-02-26,1562,305.877,0.030587734905775283
Oman,5106622,2021-02-27,1562,305.877,0.030587734905775283
Oman,5106622,2021-02-24,1558,305.094,0.030509405238923107
Oman,5106622,2021-02-23,1557,304.898,0.030489822822210064
Oman,5106622,2021-02-22,1555,304.507,0.030450657988783974
Kuwait,4270563,2021-03-29,1298,303.941,0.03039411899555164
Oman,5106622,2021-02-21,1552,303.919,0.03039191073864484
Bahrain,1701583,2021-03-30,517,303.835,0.030383472331352628
Oman,5106622,2021-02-17,1549,303.332,0.030333163488505708
Oman,5106622,2021-02-18,1549,303.332,0.030333163488505708
Oman,5106622,2021-02-19,1549,303.332,0.030333163488505708
Oman,5106622,2021-02-20,1549,303.332,0.030333163488505708
Bahrain,1701583,2021-03-29,515,302.659,0.030265934720786467
Oman,5106622,2021-02-16,1544,302.353,0.030235251404940485
Oman,5106622,2021-02-15,1543,302.157,0.030215668988227445
Oman,5106622,2021-02-14,1542,301.961,0.0301960865715144
Bahrain,1701583,2021-03-27,513,301.484,0.030148397110220305
Bahrain,1701583,2021-03-28,513,301.484,0.030148397110220305
Oman,5106622,2021-02-11,1539,301.373,0.030137339321375266
Oman,5106622,2021-02-12,1539,301.373,0.030137339321375266
Oman,5106622,2021-02-13,1539,301.373,0.030137339321375266
Kuwait,4270563,2021-03-28,1286,301.131,0.030113125599598927
Oman,5106622,2021-02-10,1537,300.982,0.030098174487949176
Bahrain,1701583,2021-03-26,512,300.896,0.03008962830493723
Oman,5106622,2021-02-09,1536,300.786,0.03007859207123613
Oman,5106622,2021-02-08,1535,300.59,0.03005900965452309
Oman,5106622,2021-02-07,1534,300.394,0.030039427237810043
Oman,5106622,2021-02-01,1532,300.003,0.030000262404383957
Oman,5106622,2021-02-02,1532,300.003,0.030000262404383957
Oman,5106622,2021-02-03,1532,300.003,0.030000262404383957
Oman,5106622,2021-02-04,1532,300.003,0.030000262404383957
Oman,5106622,2021-02-05,1532,300.003,0.030000262404383957
Oman,5106622,2021-02-06,1532,300.003,0.030000262404383957
Kuwait,4270563,2021-03-27,1279,299.492,0.02994921278529318
Oman,5106622,2021-01-31,1529,299.415,0.02994151515424482
Oman,5106622,2021-01-28,1527,299.024,0.029902350320818734
Oman,5106622,2021-01-29,1527,299.024,0.029902350320818734
Oman,5106622,2021-01-30,1527,299.024,0.029902350320818734
Oman,5106622,2021-01-27,1525,298.632,0.02986318548739264
Bahrain,1701583,2021-03-25,508,298.546,0.029854553083804903
Oman,5106622,2021-01-26,1524,298.436,0.0298436030706796
Oman,5106622,2021-01-25,1522,298.044,0.029804438237253515
Bahrain,1701583,2021-03-24,507,297.958,0.029795784278521826
Oman,5106622,2021-01-24,1521,297.849,0.029784855820540468
Kuwait,4270563,2021-03-26,1270,297.385,0.02973846773832865
Oman,5106622,2021-01-21,1517,297.065,0.02970652615368829
Oman,5106622,2021-01-22,1517,297.065,0.02970652615368829
Oman,5106622,2021-01-23,1517,297.065,0.02970652615368829
Oman,5106622,2021-01-19,1516,296.869,0.029686943736975245
Oman,5106622,2021-01-20,1516,296.869,0.029686943736975245
Oman,5106622,2021-01-18,1514,296.478,0.02964777890354916
Oman,5106622,2021-01-17,1512,296.086,0.029608614070123065
Bahrain,1701583,2021-03-23,503,295.607,0.029560709057389504
Oman,5106622,2021-01-14,1509,295.499,0.029549866819983936
Oman,5106622,2021-01-15,1509,295.499,0.029549866819983936
Oman,5106622,2021-01-16,1509,295.499,0.029549866819983936
Oman,5106622,2021-01-10,1508,295.303,0.02953028440327089
Oman,5106622,2021-01-11,1508,295.303,0.02953028440327089
Oman,5106622,2021-01-12,1508,295.303,0.02953028440327089
Oman,5106622,2021-01-13,1508,295.303,0.02953028440327089
Bahrain,1701583,2021-03-22,502,295.019,0.02950194025210642
Oman,5106622,2021-01-07,1505,294.715,0.029471537153131756
Oman,5106622,2021-01-08,1505,294.715,0.029471537153131756
Oman,5106622,2021-01-09,1505,294.715,0.029471537153131756
Kuwait,4270563,2021-03-25,1258,294.575,0.02945747434237593
Oman,5106622,2021-01-06,1504,294.52,0.02945195473641871
Oman,5106622,2021-01-04,1502,294.128,0.029412789902992623
Oman,5106622,2021-01-05,1502,294.128,0.029412789902992623
Kuwait,4270563,2021-03-24,1256,294.106,0.02941064210971715
Oman,5106622,2021-01-03,1501,293.932,0.02939320748627958
Bahrain,1701583,2021-03-21,500,293.844,0.029384402641540262
Oman,5106622,2020-12-31,1499,293.54,0.02935404265285349
Oman,5106622,2021-01-01,1499,293.54,0.02935404265285349
Oman,5106622,2021-01-02,1499,293.54,0.02935404265285349
Oman,5106622,2020-12-29,1497,293.149,0.0293148778194274
Oman,5106622,2020-12-30,1497,293.149,0.0293148778194274
Oman,5106622,2020-12-27,1495,292.757,0.029275712986001314
Oman,5106622,2020-12-28,1495,292.757,0.029275712986001314
Bahrain,1701583,2021-03-20,498,292.669,0.0292668650309741
Oman,5106622,2020-12-23,1491,291.974,0.029197383319149135
Oman,5106622,2020-12-24,1491,291.974,0.029197383319149135
Oman,5106622,2020-12-25,1491,291.974,0.029197383319149135
Oman,5106622,2020-12-26,1491,291.974,0.029197383319149135
Oman,5106622,2020-12-22,1490,291.778,0.02917780090243609
Kuwait,4270563,2021-03-23,1246,291.765,0.029176480946423222
Oman,5106622,2020-12-21,1489,291.582,0.029158218485723045
Oman,5106622,2020-12-20,1488,291.386,0.029138636069010005
Oman,5106622,2020-12-17,1483,290.407,0.029040723985444786
Oman,5106622,2020-12-18,1483,290.407,0.029040723985444786
Oman,5106622,2020-12-19,1483,290.407,0.029040723985444786
Oman,5106622,2020-12-16,1480,289.82,0.02898197673530565
Bahrain,1701583,2021-03-19,493,289.73,0.028973021004558695
Oman,5106622,2020-12-15,1475,288.841,0.02888406465174043
Kuwait,4270563,2021-03-22,1233,288.721,0.028872071434141118
Bahrain,1701583,2021-03-18,491,288.555,0.028855483393992538
Oman,5106622,2020-12-14,1472,288.253,0.028825317401601293
Oman,5106622,2020-12-13,1471,288.057,0.028805734984888247
Bahrain,1701583,2021-03-17,489,287.379,0.028737945783426377
Kuwait,4270563,2021-03-21,1226,287.082,0.02870815861983537
Oman,5106622,2020-12-10,1463,286.491,0.028649075651183895
Oman,5106622,2020-12-11,1463,286.491,0.028649075651183895
Oman,5106622,2020-12-12,1463,286.491,0.028649075651183895
Bahrain,1701583,2021-03-16,487,286.204,0.028620408172860216
Oman,5106622,2020-12-09,1461,286.099,0.028609910817757805
Bahrain,1701583,2021-03-15,485,285.029,0.02850287056229405
Oman,5106622,2020-12-08,1454,284.728,0.0284728339007665
Kuwait,4270563,2021-03-20,1215,284.506,0.028450581340212052
Bahrain,1701583,2021-03-14,484,284.441,0.028444101757010974
Oman,5106622,2020-12-07,1452,284.337,0.028433669067340406
Kuwait,4270563,2021-03-19,1210,283.335,0.028333500758565087
Oman,5106622,2020-12-06,1444,282.77,0.02827700973363605
Bahrain,1701583,2021-03-13,481,282.678,0.02826779534116173
Bahrain,1701583,2021-03-12,480,282.09,0.028209026535878652
Kuwait,4270563,2021-03-18,1202,281.462,0.028146171827929948
Oman,5106622,2020-12-03,1435,281.008,0.028100767983218655
Oman,5106622,2020-12-04,1435,281.008,0.028100767983218655
Oman,5106622,2020-12-05,1435,281.008,0.028100767983218655
Bahrain,1701583,2021-03-11,478,280.915,0.028091488925312484
Oman,5106622,2020-12-01,1430,280.029,0.02800285589965343
Oman,5106622,2020-12-02,1430,280.029,0.02800285589965343
Bahrain,1701583,2021-03-10,476,279.74,0.027973951314746327
Kuwait,4270563,2021-03-17,1194,279.588,0.02795884289729481
Oman,5106622,2020-11-30,1423,278.658,0.02786577898266212
Bahrain,1701583,2021-03-09,474,278.564,0.027856413704180166
Bahrain,1701583,2021-03-08,473,277.976,0.02779764489889709
Kuwait,4270563,2021-03-16,1186,277.715,0.027771513966659663
Oman,5106622,2020-11-29,1418,277.679,0.027767866899096896
Bahrain,1701583,2021-03-07,472,277.389,0.027738876093614005
Kuwait,4270563,2021-03-15,1179,276.076,0.027607601152353917
Bahrain,1701583,2021-03-06,469,275.626,0.027562569677764763
Bahrain,1701583,2021-03-05,468,275.038,0.027503800872481683
Kuwait,4270563,2021-03-14,1172,274.437,0.02744368833804817
Kuwait,4270563,2021-03-13,1165,272.798,0.027279775523742424
Oman,5106622,2020-11-24,1391,272.391,0.027239141647844703
Oman,5106622,2020-11-25,1391,272.391,0.027239141647844703
Oman,5106622,2020-11-26,1391,272.391,0.027239141647844703
Oman,5106622,2020-11-27,1391,272.391,0.027239141647844703
Oman,5106622,2020-11-28,1391,272.391,0.027239141647844703
Bahrain,1701583,2021-03-04,462,271.512,0.027151188040783196
Oman,5106622,2020-11-23,1386,271.412,0.027141229564279477
Kuwait,4270563,2021-03-12,1156,270.69,0.027069030476777885
Oman,5106622,2020-11-22,1380,270.237,0.027023735064001214
Bahrain,1701583,2021-03-03,458,269.161,0.026916112819650877
Kuwait,4270563,2021-03-11,1148,268.817,0.026881701546142747
Kuwait,4270563,2021-03-10,1144,267.88,0.026788037080825174
Oman,5106622,2020-11-19,1365,267.3,0.02672999881330555
Oman,5106622,2020-11-20,1365,267.3,0.02672999881330555
Oman,5106622,2020-11-21,1365,267.3,0.02672999881330555
Kuwait,4270563,2021-03-09,1141,267.178,0.026717788731837
Oman,5106622,2020-11-18,1360,266.321,0.026632086729740323
Bahrain,1701583,2021-03-02,453,266.223,0.026622268793235475
Bahrain,1701583,2021-03-01,452,265.635,0.026563499987952394
Kuwait,4270563,2021-03-08,1133,265.305,0.026530459801201854
Oman,5106622,2020-11-16,1350,264.363,0.02643626256260988
Oman,5106622,2020-11-17,1350,264.363,0.02643626256260988
Kuwait,4270563,2021-03-07,1127,263.9,0.0263899631032255
Bahrain,1701583,2021-02-28,449,263.872,0.026387193572103153
Kuwait,4270563,2021-03-06,1120,262.261,0.02622605028891975
Oman,5106622,2020-11-15,1338,262.013,0.026201273562053352
Bahrain,1701583,2021-02-27,444,260.933,0.02609334954568775
Kuwait,4270563,2021-03-05,1113,260.621,0.026062137474614003
Bahrain,1701583,2021-02-26,442,259.758,0.02597581193512159
Oman,5106622,2020-11-12,1326,259.663,0.025966284561496814
Oman,5106622,2020-11-13,1326,259.663,0.025966284561496814
Oman,5106622,2020-11-14,1326,259.663,0.025966284561496814
Kuwait,4270563,2021-03-04,1105,258.748,0.02587480854397886
Oman,5106622,2020-11-11,1321,258.684,0.025868372477931594
Bahrain,1701583,2021-02-25,439,257.995,0.02579950551927235
Oman,5106622,2020-11-10,1316,257.705,0.02577046039436637
Kuwait,4270563,2021-03-03,1097,256.875,0.025687479613343722
Bahrain,1701583,2021-02-24,437,256.82,0.025681967908706183
Oman,5106622,2020-11-09,1310,256.53,0.025652965894088105
Kuwait,4270563,2021-03-02,1092,255.704,0.025570399031696757
Oman,5106622,2020-11-08,1301,254.767,0.02547672414367071
Bahrain,1701583,2021-02-23,433,254.469,0.025446892687573865
Kuwait,4270563,2021-03-01,1085,254.065,0.02540648621739101
Kuwait,4270563,2021-02-28,1083,253.597,0.025359653984732226
Kuwait,4270563,2021-02-27,1078,252.426,0.02524257340308526
Bahrain,1701583,2021-02-22,429,252.118,0.025211817466441543
Oman,5106622,2020-11-05,1286,251.83,0.025182987892975045
Oman,5106622,2020-11-06,1286,251.83,0.025182987892975045
Oman,5106622,2020-11-07,1286,251.83,0.025182987892975045
Kuwait,4270563,2021-02-26,1072,251.021,0.025102076705108906
Kuwait,4270563,2021-02-25,1067,249.85,0.02498499612346194
Oman,5106622,2020-11-04,1275,249.676,0.024967581309131556
Kuwait,4270563,2021-02-24,1062,248.679,0.02486791554181498
Bahrain,1701583,2021-02-21,423,248.592,0.024859204634743063
Oman,5106622,2020-11-03,1264,247.522,0.024752174725288068
Kuwait,4270563,2021-02-23,1057,247.508,0.024750834960168014
Bahrain,1701583,2021-02-20,420,246.829,0.024682898218893818
Oman,5106622,2020-11-02,1256,245.955,0.02459551539158371
Bahrain,1701583,2021-02-19,418,245.654,0.024565360608327657
Kuwait,4270563,2021-02-22,1049,245.635,0.024563506029532875
Kuwait,4270563,2021-02-21,1044,244.464,0.02444642544788591
Oman,5106622,2020-11-01,1246,243.997,0.02439969122445327
Bahrain,1701583,2021-02-18,414,243.303,0.024330285387195335
Kuwait,4270563,2021-02-20,1039,243.293,0.024329344866238948
Kuwait,4270563,2021-02-19,1034,242.123,0.024212264284591986
Bahrain,1701583,2021-02-16,410,240.952,0.024095210166063013
Bahrain,1701583,2021-02-17,410,240.952,0.024095210166063013
Kuwait,4270563,2021-02-18,1027,240.484,0.024048351470286236
Kuwait,4270563,2021-02-17,1019,238.61,0.023861022539651094
Bahrain,1701583,2021-02-15,406,238.601,0.02386013494493069
Kuwait,4270563,2021-02-16,1014,237.439,0.023743941958004132
Bahrain,1701583,2021-02-14,403,236.838,0.02368382852908145
Oman,5106622,2020-10-28,1208,236.556,0.023655559389357584
Oman,5106622,2020-10-29,1208,236.556,0.023655559389357584
Oman,5106622,2020-10-30,1208,236.556,0.023655559389357584
Oman,5106622,2020-10-31,1208,236.556,0.023655559389357584
Kuwait,4270563,2021-02-15,1009,236.269,0.02362686137635717
Oman,5106622,2020-10-27,1203,235.576,0.02355764730579236
Kuwait,4270563,2021-02-14,1003,234.864,0.023486364678380812
Bahrain,1701583,2021-02-13,398,233.9,0.023389984502666047
Kuwait,4270563,2021-02-13,998,233.693,0.023369284096733847
Oman,5106622,2020-10-26,1190,233.031,0.023303075888522783
Kuwait,4270563,2021-02-12,992,232.288,0.023228787398757493
Bahrain,1701583,2021-02-12,395,232.137,0.023213678086816805
Bahrain,1701583,2021-02-11,393,230.961,0.023096140476250644
Kuwait,4270563,2021-02-11,985,230.649,0.023064874584451747
Oman,5106622,2020-10-25,1174,229.898,0.022989757221114075
Bahrain,1701583,2021-02-10,391,229.786,0.022978602865684483
Kuwait,4270563,2021-02-10,980,229.478,0.02294779400280478
Kuwait,4270563,2021-02-09,975,228.307,0.02283071342115782
Bahrain,1701583,2021-02-09,387,227.435,0.02274352764455216
Kuwait,4270563,2021-02-08,969,226.902,0.022690216723181462
Kuwait,4270563,2021-02-07,966,226.2,0.022619968374193285
Kuwait,4270563,2021-02-05,964,225.731,0.0225731361415345
Kuwait,4270563,2021-02-06,964,225.731,0.0225731361415345
Kuwait,4270563,2021-02-04,962,225.263,0.022526303908875715
Bahrain,1701583,2021-02-08,383,225.085,0.02250845242341984
Kuwait,4270563,2021-02-03,961,225.029,0.022502887792546323
Kuwait,4270563,2021-02-02,960,224.795,0.022479471676216927
Oman,5106622,2020-10-22,1147,224.61,0.022461031969861878
Oman,5106622,2020-10-23,1147,224.61,0.022461031969861878
Oman,5106622,2020-10-24,1147,224.61,0.022461031969861878
Kuwait,4270563,2021-01-30,959,224.561,0.022456055559887538
Kuwait,4270563,2021-01-31,959,224.561,0.022456055559887538
Kuwait,4270563,2021-02-01,959,224.561,0.022456055559887538
Kuwait,4270563,2021-01-28,958,224.326,0.022432639443558146
Kuwait,4270563,2021-01-29,958,224.326,0.022432639443558146
Kuwait,4270563,2021-01-26,957,224.092,0.02240922332722875
Kuwait,4270563,2021-01-27,957,224.092,0.02240922332722875
Kuwait,4270563,2021-01-25,954,223.39,0.022338974978240573
Bahrain,1701583,2021-02-07,380,223.321,0.022332146007570598
Kuwait,4270563,2021-01-22,952,222.921,0.022292142745581788
Kuwait,4270563,2021-01-23,952,222.921,0.022292142745581788
Kuwait,4270563,2021-01-24,952,222.921,0.022292142745581788
Bahrain,1701583,2021-02-06,379,222.734,0.022273377202287517
Kuwait,4270563,2021-01-20,951,222.687,0.022268726629252396
Kuwait,4270563,2021-01-21,951,222.687,0.022268726629252396
Oman,5106622,2020-10-21,1137,222.652,0.022265207802731436
Kuwait,4270563,2021-01-19,950,222.453,0.022245310512923003
Kuwait,4270563,2021-01-18,948,221.985,0.02219847828026422
Kuwait,4270563,2021-01-15,947,221.751,0.022175062163934826
Kuwait,4270563,2021-01-16,947,221.751,0.022175062163934826
Kuwait,4270563,2021-01-17,947,221.751,0.022175062163934826
Bahrain,1701583,2021-02-04,377,221.558,0.022155839591721356
Bahrain,1701583,2021-02-05,377,221.558,0.022155839591721356
Kuwait,4270563,2021-01-12,946,221.516,0.022151646047605434
Kuwait,4270563,2021-01-13,946,221.516,0.022151646047605434
Kuwait,4270563,2021-01-14,946,221.516,0.022151646047605434
Kuwait,4270563,2021-01-11,945,221.282,0.022128229931276038
Bahrain,1701583,2021-02-01,376,220.971,0.022097070786438276
Bahrain,1701583,2021-02-02,376,220.971,0.022097070786438276
Bahrain,1701583,2021-02-03,376,220.971,0.022097070786438276
Kuwait,4270563,2021-01-10,943,220.814,0.022081397698617257
Kuwait,4270563,2021-01-09,942,220.58,0.02205798158228786
Bahrain,1701583,2021-01-31,375,220.383,0.022038301981155195
Kuwait,4270563,2021-01-08,940,220.111,0.02201114934962908
Oman,5106622,2020-10-20,1122,219.715,0.021971471552035767
Kuwait,4270563,2021-01-04,938,219.643,0.02196431711697029
Kuwait,4270563,2021-01-05,938,219.643,0.02196431711697029
Kuwait,4270563,2021-01-06,938,219.643,0.02196431711697029
Kuwait,4270563,2021-01-07,938,219.643,0.02196431711697029
Kuwait,4270563,2021-01-02,937,219.409,0.0219409010006409
Kuwait,4270563,2021-01-03,937,219.409,0.0219409010006409
Kuwait,4270563,2021-01-01,936,219.175,0.021917484884311507
Kuwait,4270563,2020-12-31,934,218.707,0.021870652651652722
Bahrain,1701583,2021-01-28,372,218.62,0.021861995565305953
Bahrain,1701583,2021-01-29,372,218.62,0.021861995565305953
Bahrain,1701583,2021-01-30,372,218.62,0.021861995565305953
Kuwait,4270563,2020-12-30,933,218.472,0.021847236535323326
Kuwait,4270563,2020-12-28,932,218.238,0.021823820418993937
Kuwait,4270563,2020-12-29,932,218.238,0.021823820418993937
Oman,5106622,2020-10-19,1114,218.148,0.02181481221833141
Bahrain,1701583,2021-01-27,371,218.032,0.021803226760022873
Kuwait,4270563,2020-12-27,931,218.004,0.02180040430266454
Kuwait,4270563,2020-12-26,929,217.536,0.021753572070005757
Bahrain,1701583,2021-01-26,370,217.445,0.021744457954739792
Bahrain,1701583,2021-01-25,369,216.857,0.021685689149456712
Kuwait,4270563,2020-12-24,926,216.833,0.02168332372101758
Kuwait,4270563,2020-12-25,926,216.833,0.02168332372101758
Kuwait,4270563,2020-12-23,924,216.365,0.021636491488358795
Kuwait,4270563,2020-12-22,923,216.131,0.021613075372029403
Kuwait,4270563,2020-12-21,922,215.897,0.021589659255700007
Bahrain,1701583,2021-01-23,367,215.682,0.02156815153889055
Bahrain,1701583,2021-01-24,367,215.682,0.02156815153889055
Kuwait,4270563,2020-12-20,921,215.662,0.021566243139370618
Oman,5106622,2020-10-18,1101,215.602,0.021560240801061836
Bahrain,1701583,2021-01-20,366,215.094,0.02150938273360747
Bahrain,1701583,2021-01-21,366,215.094,0.02150938273360747
Bahrain,1701583,2021-01-22,366,215.094,0.02150938273360747
Kuwait,4270563,2020-12-19,918,214.96,0.021495994790382437
Kuwait,4270563,2020-12-18,916,214.492,0.021449162557723653
Kuwait,4270563,2020-12-15,913,213.789,0.021378914208735476
Kuwait,4270563,2020-12-16,913,213.789,0.021378914208735476
Kuwait,4270563,2020-12-17,913,213.789,0.021378914208735476
Kuwait,4270563,2020-12-14,912,213.555,0.021355498092406083
Kuwait,4270563,2020-12-12,911,213.321,0.02133208197607669
Kuwait,4270563,2020-12-13,911,213.321,0.02133208197607669
Kuwait,4270563,2020-12-10,910,213.087,0.0213086658597473
Kuwait,4270563,2020-12-11,910,213.087,0.0213086658597473
Bahrain,1701583,2021-01-19,362,212.743,0.02127430751247515
