Location,Population,date,HighestInfectionCount,HighestInfectionCountPerMillion,PercentPopulationInfected
United Arab Emirates,9890400,2020-11-03,503,50.857,0.005085739707190812
Oman,5106622,2020-07-13,259,50.718,0.0050718459286784884
Qatar,2881060,2020-07-10,146,50.676,0.005067579293732168
Qatar,2881060,2020-07-11,146,50.676,0.005067579293732168
Oman,5106622,2020-07-12,257,50.327,0.0050326810952523995
Saudi Arabia,34813867,2020-07-02,1752,50.325,0.005032477432053153
United Arab Emirates,9890400,2020-11-02,497,50.251,0.005025074820027502
United Arab Emirates,9890400,2020-11-01,496,50.15,0.005014964005500283
United Arab Emirates,9890400,2020-10-31,495,50.049,0.005004853190973065
Kuwait,4270563,2020-05-31,212,49.642,0.004964216661831239
United Arab Emirates,9890400,2020-10-30,490,49.543,0.004954299118336973
Bahrain,1701583,2020-06-29,84,49.366,0.004936579643778764
United Arab Emirates,9890400,2020-10-29,488,49.341,0.004934077489282537
Qatar,2881060,2020-07-09,142,49.287,0.0049287415048627934
United Arab Emirates,9890400,2020-10-28,485,49.037,0.004903745045700882
Bahrain,1701583,2020-06-28,83,48.778,0.004877810838495683
Saudi Arabia,34813867,2020-07-01,1698,48.774,0.004877366826270693
United Arab Emirates,9890400,2020-10-27,482,48.734,0.004873412602119227
Oman,5106622,2020-07-11,248,48.564,0.0048564393448350006
United Arab Emirates,9890400,2020-10-26,480,48.532,0.0048531909730647905
United Arab Emirates,9890400,2020-10-25,477,48.229,0.0048228585294831355
United Arab Emirates,9890400,2020-10-23,475,48.026,0.0048026369004286985
United Arab Emirates,9890400,2020-10-24,475,48.026,0.0048026369004286985
Kuwait,4270563,2020-05-30,205,48.003,0.0048003038475254904
United Arab Emirates,9890400,2020-10-22,474,47.925,0.0047925260859014805
Qatar,2881060,2020-07-08,138,47.899,0.004789903715993419
Oman,5106622,2020-07-10,244,47.781,0.0047781096779828235
United Arab Emirates,9890400,2020-10-21,472,47.723,0.0047723044568470435
United Arab Emirates,9890400,2020-10-20,470,47.521,0.0047520828277926065
Saudi Arabia,34813867,2020-06-30,1649,47.366,0.004736618313616239
United Arab Emirates,9890400,2020-10-19,466,47.116,0.0047116395696837335
United Arab Emirates,9890400,2020-10-18,463,46.813,0.0046813071261020784
Qatar,2881060,2020-07-07,134,46.511,0.0046510659271240444
United Arab Emirates,9890400,2020-10-17,459,46.409,0.004640863867993205
Oman,5106622,2020-07-09,236,46.215,0.004621450344278468
Qatar,2881060,2020-07-06,133,46.164,0.0046163564799067015
United Arab Emirates,9890400,2020-10-16,455,46.004,0.004600420609884332
Saudi Arabia,34813867,2020-06-29,1599,45.93,0.004592997382336182
Bahrain,1701583,2020-06-27,78,45.84,0.00458396681208028
United Arab Emirates,9890400,2020-10-15,452,45.701,0.004570088166302677
Oman,5106622,2020-07-08,233,45.627,0.004562703094139335
United Arab Emirates,9890400,2020-10-14,450,45.499,0.004549866537248241
Kuwait,4270563,2020-05-29,194,45.427,0.004542726567902172
United Arab Emirates,9890400,2020-10-13,448,45.296,0.004529644908193804
United Arab Emirates,9890400,2020-10-12,446,45.094,0.004509423279139368
United Arab Emirates,9890400,2020-10-11,445,44.993,0.004499312464612149
United Arab Emirates,9890400,2020-10-10,443,44.791,0.004479090835557713
United Arab Emirates,9890400,2020-10-09,442,44.69,0.004468980021030494
Saudi Arabia,34813867,2020-06-28,1551,44.551,0.004455121288307329
Qatar,2881060,2020-07-05,128,44.428,0.004442809243819983
United Arab Emirates,9890400,2020-10-08,438,44.285,0.00442853676292162
United Arab Emirates,9890400,2020-10-07,436,44.083,0.004408315133867184
United Arab Emirates,9890400,2020-10-06,435,43.982,0.004398204319339966
Oman,5106622,2020-07-07,224,43.865,0.004386461343721936
Saudi Arabia,34813867,2020-06-27,1511,43.402,0.004340224543283284
United Arab Emirates,9890400,2020-10-05,429,43.375,0.004337539432176656
Kuwait,4270563,2020-05-28,185,43.32,0.004331981520937637
United Arab Emirates,9890400,2020-10-03,426,43.072,0.004307206988595001
United Arab Emirates,9890400,2020-10-04,426,43.072,0.004307206988595001
Bahrain,1701583,2020-06-26,73,42.901,0.004290122785664878
United Arab Emirates,9890400,2020-10-02,424,42.87,0.004286985359540565
Qatar,2881060,2020-07-04,123,42.693,0.004269262007733265
Oman,5106622,2020-07-06,218,42.69,0.00426896684344367
United Arab Emirates,9890400,2020-10-01,421,42.567,0.00425665291595891
United Arab Emirates,9890400,2020-09-30,419,42.364,0.004236431286904473
Saudi Arabia,34813867,2020-06-26,1474,42.339,0.004233945054136043
United Arab Emirates,9890400,2020-09-29,416,42.061,0.004206098843322818
Qatar,2881060,2020-07-03,121,41.998,0.004199843113298578
United Arab Emirates,9890400,2020-09-28,413,41.758,0.004175766399741163
Bahrain,1701583,2020-06-25,71,41.726,0.004172585175098717
Oman,5106622,2020-07-05,213,41.711,0.004171054759878448
United Arab Emirates,9890400,2020-09-27,412,41.657,0.004165655585213945
United Arab Emirates,9890400,2020-09-26,411,41.555,0.004155544770686726
United Arab Emirates,9890400,2020-09-25,409,41.353,0.00413532314163229
United Arab Emirates,9890400,2020-09-24,407,41.151,0.004115101512577853
Yemen,29825968,2021-04-30,1226,41.105,0.004110512020934241
United Arab Emirates,9890400,2020-09-23,406,41.05,0.004104990698050635
Saudi Arabia,34813867,2020-06-25,1428,41.018,0.004101813797358392
Kuwait,4270563,2020-05-27,175,40.978,0.004097820357643711
Yemen,29825968,2021-04-29,1222,40.971,0.004097100888728909
Qatar,2881060,2020-07-02,118,40.957,0.0040957147716465464
United Arab Emirates,9890400,2020-09-21,405,40.949,0.004094879883523417
United Arab Emirates,9890400,2020-09-22,405,40.949,0.004094879883523417
United Arab Emirates,9890400,2020-09-19,404,40.848,0.004084769068996198
United Arab Emirates,9890400,2020-09-20,404,40.848,0.004084769068996198
Yemen,29825968,2021-04-28,1216,40.77,0.004076984190420911
United Arab Emirates,9890400,2020-09-18,403,40.747,0.00407465825446898
United Arab Emirates,9890400,2020-09-16,402,40.645,0.004064547439941762
United Arab Emirates,9890400,2020-09-17,402,40.645,0.004064547439941762
Bahrain,1701583,2020-06-24,69,40.55,0.004055047564532556
United Arab Emirates,9890400,2020-09-15,401,40.544,0.004054436625414544
Yemen,29825968,2021-04-27,1207,40.468,0.004046809142958914
Yemen,29825968,2021-04-26,1205,40.401,0.004040103576856248
United Arab Emirates,9890400,2020-09-12,399,40.342,0.004034214996360107
United Arab Emirates,9890400,2020-09-13,399,40.342,0.004034214996360107
United Arab Emirates,9890400,2020-09-14,399,40.342,0.004034214996360107
Kuwait,4270563,2020-05-26,172,40.276,0.004027572008655534
United Arab Emirates,9890400,2020-09-10,398,40.241,0.004024104181832889
United Arab Emirates,9890400,2020-09-11,398,40.241,0.004024104181832889
Qatar,2881060,2020-07-01,115,39.916,0.003991586429994516
Saudi Arabia,34813867,2020-06-24,1387,39.84,0.003984044633708746
Yemen,29825968,2021-04-25,1187,39.798,0.0039797534819322545
Oman,5106622,2020-07-04,203,39.752,0.003975230592748005
United Arab Emirates,9890400,2020-09-09,393,39.736,0.003973550109196797
United Arab Emirates,9890400,2020-09-08,391,39.533,0.003953328480142361
United Arab Emirates,9890400,2020-09-07,390,39.432,0.003943217665615143
Yemen,29825968,2021-04-24,1175,39.395,0.003939520085316259
Bahrain,1701583,2020-06-23,67,39.375,0.003937509953966395
United Arab Emirates,9890400,2020-09-05,388,39.23,0.003922996036560706
United Arab Emirates,9890400,2020-09-06,388,39.23,0.003922996036560706
Qatar,2881060,2020-06-29,113,39.222,0.003922167535559828
Qatar,2881060,2020-06-30,113,39.222,0.003922167535559828
United Arab Emirates,9890400,2020-09-02,387,39.129,0.003912885222033488
United Arab Emirates,9890400,2020-09-03,387,39.129,0.003912885222033488
United Arab Emirates,9890400,2020-09-04,387,39.129,0.003912885222033488
Yemen,29825968,2021-04-23,1165,39.06,0.003905992254802929
United Arab Emirates,9890400,2020-08-31,384,38.826,0.003882552778451832
United Arab Emirates,9890400,2020-09-01,384,38.826,0.003882552778451832
Yemen,29825968,2021-04-22,1157,38.792,0.0038791699903922647
Saudi Arabia,34813867,2020-06-23,1346,38.663,0.0038662754700591008
Kuwait,4270563,2020-05-25,165,38.637,0.0038636591943497847
United Arab Emirates,9890400,2020-08-30,382,38.623,0.003862331149397395
Yemen,29825968,2021-04-21,1147,38.456,0.0038456421598789354
United Arab Emirates,9890400,2020-08-28,379,38.32,0.0038319987058157406
United Arab Emirates,9890400,2020-08-29,379,38.32,0.0038319987058157406
United Arab Emirates,9890400,2020-08-26,378,38.219,0.003821887891288522
United Arab Emirates,9890400,2020-08-27,378,38.219,0.003821887891288522
Bahrain,1701583,2020-06-22,65,38.2,0.0038199723434002336
Qatar,2881060,2020-06-27,110,38.18,0.003818039193907798
Qatar,2881060,2020-06-28,110,38.18,0.003818039193907798
Yemen,29825968,2021-04-20,1138,38.155,0.003815467112416938
United Arab Emirates,9890400,2020-08-25,377,38.118,0.0038117770767613036
United Arab Emirates,9890400,2020-08-24,376,38.017,0.0038016662622340856
Yemen,29825968,2021-04-19,1132,37.954,0.00379535041410894
United Arab Emirates,9890400,2020-08-23,375,37.916,0.0037915554477068675
Qatar,2881060,2020-06-26,109,37.833,0.0037833297466904545
Oman,5106622,2020-07-03,193,37.794,0.0037794064256175606
Yemen,29825968,2021-04-18,1126,37.752,0.0037752337158009426
United Arab Emirates,9890400,2020-08-22,372,37.612,0.0037612230041252125
Saudi Arabia,34813867,2020-06-22,1307,37.543,0.003754251143660657
Yemen,29825968,2021-04-17,1119,37.518,0.0037517642344416114
United Arab Emirates,9890400,2020-08-21,370,37.41,0.0037410013750707755
United Arab Emirates,9890400,2020-08-20,369,37.309,0.0037308905605435575
Yemen,29825968,2021-04-16,1108,37.149,0.003714883620876949
United Arab Emirates,9890400,2020-08-19,367,37.107,0.0037106689314891205
Bahrain,1701583,2020-06-21,63,37.024,0.0037024347328340726
United Arab Emirates,9890400,2020-08-18,366,37.006,0.0037005581169619025
Oman,5106622,2020-07-02,188,36.815,0.0036814943420523387
United Arab Emirates,9890400,2020-08-16,364,36.803,0.003680336487907466
United Arab Emirates,9890400,2020-08-17,364,36.803,0.003680336487907466
Qatar,2881060,2020-06-25,106,36.792,0.003679201405038423
Yemen,29825968,2021-04-15,1097,36.78,0.0036780030073122858
Kuwait,4270563,2020-05-24,156,36.529,0.0036529141473852513
United Arab Emirates,9890400,2020-08-15,361,36.5,0.003650004044325811
Saudi Arabia,34813867,2020-06-21,1267,36.394,0.003639354398636612
Yemen,29825968,2021-04-14,1083,36.311,0.0036310640445936238
United Arab Emirates,9890400,2020-08-14,359,36.298,0.003629782415271374
Oman,5106622,2020-07-01,185,36.227,0.003622747091913206
United Arab Emirates,9890400,2020-08-11,358,36.197,0.003619671600744156
United Arab Emirates,9890400,2020-08-12,358,36.197,0.003619671600744156
United Arab Emirates,9890400,2020-08-13,358,36.197,0.003619671600744156
Qatar,2881060,2020-06-24,104,36.098,0.0036097825106037357
United Arab Emirates,9890400,2020-08-09,357,36.096,0.003609560786216938
United Arab Emirates,9890400,2020-08-10,357,36.096,0.003609560786216938
United Arab Emirates,9890400,2020-08-07,356,35.994,0.003599449971689719
United Arab Emirates,9890400,2020-08-08,356,35.994,0.003599449971689719
Yemen,29825968,2021-04-13,1073,35.975,0.003597536214080294
Yemen,29825968,2021-04-12,1068,35.808,0.0035807722988236293
United Arab Emirates,9890400,2020-08-06,354,35.792,0.003579228342635283
United Arab Emirates,9890400,2020-08-05,353,35.691,0.0035691175281080648
United Arab Emirates,9890400,2020-07-31,351,35.489,0.003548895899053628
United Arab Emirates,9890400,2020-08-01,351,35.489,0.003548895899053628
United Arab Emirates,9890400,2020-08-02,351,35.489,0.003548895899053628
United Arab Emirates,9890400,2020-08-03,351,35.489,0.003548895899053628
United Arab Emirates,9890400,2020-08-04,351,35.489,0.003548895899053628
Saudi Arabia,34813867,2020-06-20,1230,35.331,0.0035330749094893707
United Arab Emirates,9890400,2020-07-30,349,35.287,0.0035286742699991913
Bahrain,1701583,2020-06-20,60,35.261,0.0035261283169848315
Yemen,29825968,2021-04-11,1049,35.171,0.0035170694208483027
United Arab Emirates,9890400,2020-07-28,347,35.085,0.0035084526409447543
United Arab Emirates,9890400,2020-07-29,347,35.085,0.0035084526409447543
United Arab Emirates,9890400,2020-07-27,345,34.882,0.003488231011890318
United Arab Emirates,9890400,2020-07-26,344,34.781,0.0034781201973630993
United Arab Emirates,9890400,2020-07-24,343,34.68,0.0034680093828358812
United Arab Emirates,9890400,2020-07-25,343,34.68,0.0034680093828358812
Kuwait,4270563,2020-05-23,148,34.656,0.0034655852167501102
United Arab Emirates,9890400,2020-07-22,342,34.579,0.003457898568308663
United Arab Emirates,9890400,2020-07-23,342,34.579,0.003457898568308663
Yemen,29825968,2021-04-10,1031,34.567,0.0034567193259243084
United Arab Emirates,9890400,2020-07-21,341,34.478,0.0034477877537814443
Oman,5106622,2020-06-30,176,34.465,0.0034465053414958068
United Arab Emirates,9890400,2020-07-20,340,34.377,0.0034376769392542262
Qatar,2881060,2020-06-22,99,34.362,0.0034362352745170178
Qatar,2881060,2020-06-23,99,34.362,0.0034362352745170178
United Arab Emirates,9890400,2020-07-19,339,34.276,0.003427566124727008
Yemen,29825968,2021-04-09,1022,34.265,0.003426544278462312
United Arab Emirates,9890400,2020-07-18,338,34.175,0.00341745531019979
United Arab Emirates,9890400,2020-07-17,337,34.073,0.003407344495672571
Qatar,2881060,2020-06-21,98,34.015,0.0034015258272996744
Saudi Arabia,34813867,2020-06-19,1184,34.009,0.00340094365271172
United Arab Emirates,9890400,2020-07-14,335,33.871,0.0033871228666181347
United Arab Emirates,9890400,2020-07-15,335,33.871,0.0033871228666181347
United Arab Emirates,9890400,2020-07-16,335,33.871,0.0033871228666181347
United Arab Emirates,9890400,2020-07-13,334,33.77,0.0033770120520909166
United Arab Emirates,9890400,2020-07-12,333,33.669,0.003366901237563698
Yemen,29825968,2021-04-08,1004,33.662,0.0033661941835383177
Bahrain,1701583,2020-06-19,57,33.498,0.0033498219011355895
United Arab Emirates,9890400,2020-07-11,331,33.467,0.0033466796085092616
United Arab Emirates,9890400,2020-07-10,330,33.366,0.0033365687939820427
United Arab Emirates,9890400,2020-07-09,328,33.163,0.0033163471649276066
Oman,5106622,2020-06-29,169,33.094,0.003309428424504496
United Arab Emirates,9890400,2020-07-08,327,33.062,0.0033062363504003885
Yemen,29825968,2021-04-07,986,33.058,0.0033058440886143243
United Arab Emirates,9890400,2020-07-07,326,32.961,0.0032961255358731696
United Arab Emirates,9890400,2020-07-06,324,32.759,0.0032759039068187335
Yemen,29825968,2021-04-06,976,32.723,0.0032723162581009945
Saudi Arabia,34813867,2020-06-18,1139,32.717,0.0032716848145596692
United Arab Emirates,9890400,2020-07-05,323,32.658,0.003265793092291515
Qatar,2881060,2020-06-20,94,32.627,0.0032626880384303
United Arab Emirates,9890400,2020-07-04,321,32.456,0.0032455714632370785
Bahrain,1701583,2020-06-18,55,32.323,0.0032322842905694285
Kuwait,4270563,2020-05-22,138,32.314,0.0032314240534561836
Qatar,2881060,2020-06-19,93,32.28,0.0032279785912129565
United Arab Emirates,9890400,2020-07-03,318,32.152,0.003215239019655423
United Arab Emirates,9890400,2020-07-02,317,32.051,0.003205128205128205
Yemen,29825968,2021-04-05,955,32.019,0.0032019078140230017
United Arab Emirates,9890400,2020-07-01,316,31.95,0.003195017390600987
Oman,5106622,2020-06-28,163,31.919,0.0031919339242262304
United Arab Emirates,9890400,2020-06-30,315,31.849,0.003184906576073768
United Arab Emirates,9890400,2020-06-29,314,31.748,0.00317479576154655
Yemen,29825968,2021-04-04,946,31.717,0.003171732766561005
United Arab Emirates,9890400,2020-06-28,313,31.647,0.003164684947019332
United Arab Emirates,9890400,2020-06-27,311,31.445,0.003144463317964895
United Arab Emirates,9890400,2020-06-26,310,31.344,0.003134352503437677
Saudi Arabia,34813867,2020-06-17,1091,31.338,0.0031338087205308165
Yemen,29825968,2021-04-03,932,31.248,0.003124793803842343
United Arab Emirates,9890400,2020-06-25,308,31.141,0.0031141308743832404
Oman,5106622,2020-06-27,159,31.136,0.003113604257374053
United Arab Emirates,9890400,2020-06-24,307,31.04,0.003104020059856022
United Arab Emirates,9890400,2020-06-23,305,30.838,0.0030837984308015854
Yemen,29825968,2021-04-02,916,30.711,0.003071149275021015
United Arab Emirates,9890400,2020-06-22,303,30.636,0.0030635768017471484
United Arab Emirates,9890400,2020-06-21,302,30.535,0.0030534659872199304
United Arab Emirates,9890400,2020-06-20,301,30.434,0.003043355172692712
Yemen,29825968,2021-04-01,906,30.376,0.0030376214445076853
United Arab Emirates,9890400,2020-06-19,300,30.332,0.003033244358165494
Saudi Arabia,34813867,2020-06-16,1052,30.218,0.0030217843941323726
Kuwait,4270563,2020-05-21,129,30.207,0.00302067900649165
United Arab Emirates,9890400,2020-06-18,298,30.13,0.0030130227291110573
Oman,5106622,2020-06-26,153,29.961,0.002996109757095787
Qatar,2881060,2020-06-18,86,29.85,0.0029850124606915513
United Arab Emirates,9890400,2020-06-17,295,29.827,0.0029826902855294023
Yemen,29825968,2021-03-31,888,29.773,0.0029772713495836915
United Arab Emirates,9890400,2020-06-16,293,29.625,0.0029624686564749658
Yemen,29825968,2021-03-30,882,29.572,0.0029571546512756936
United Arab Emirates,9890400,2020-06-15,291,29.422,0.002942247027420529
United Arab Emirates,9890400,2020-06-14,289,29.22,0.0029220253983660923
United Arab Emirates,9890400,2020-06-13,288,29.119,0.0029119145838388738
Saudi Arabia,34813867,2020-06-15,1011,29.04,0.002904015230482727
Kuwait,4270563,2020-05-20,124,29.036,0.0029035984248446866
United Arab Emirates,9890400,2020-06-12,287,29.018,0.0029018037693116557
Yemen,29825968,2021-03-29,863,28.935,0.002893451773300367
United Arab Emirates,9890400,2020-06-11,286,28.917,0.0028916929547844372
Bahrain,1701583,2020-06-17,49,28.797,0.0028796714588709455
United Arab Emirates,9890400,2020-06-10,284,28.715,0.0028714713257300007
United Arab Emirates,9890400,2020-06-09,283,28.614,0.0028613605112027827
Yemen,29825968,2021-03-28,851,28.532,0.0028532183766843714
Qatar,2881060,2020-06-17,82,28.462,0.0028461746718221764
United Arab Emirates,9890400,2020-06-08,281,28.411,0.002841138882148346
Kuwait,4270563,2020-05-19,121,28.334,0.0028333500758565087
Oman,5106622,2020-06-25,144,28.199,0.002819868006678387
Saudi Arabia,34813867,2020-06-14,972,27.92,0.0027919909040842834
United Arab Emirates,9890400,2020-06-07,276,27.906,0.002790584809512254
Yemen,29825968,2021-03-27,832,27.895,0.0027895154987090448
Oman,5106622,2020-06-24,142,27.807,0.0027807031732522986
United Arab Emirates,9890400,2020-06-06,275,27.805,0.0027804739949850357
Qatar,2881060,2020-06-16,80,27.768,0.002776755777387489
United Arab Emirates,9890400,2020-06-05,274,27.704,0.0027703631804578176
Kuwait,4270563,2020-05-18,118,27.631,0.002763101726868331
Bahrain,1701583,2020-06-16,47,27.621,0.0027621338483047844
United Arab Emirates,9890400,2020-06-04,273,27.603,0.002760252365930599
Yemen,29825968,2021-03-26,820,27.493,0.0027492821020930485
Oman,5106622,2020-06-23,140,27.415,0.00274153833982621
United Arab Emirates,9890400,2020-06-03,270,27.299,0.0027299199223489445
United Arab Emirates,9890400,2020-06-02,269,27.198,0.002719809107821726
Yemen,29825968,2021-03-25,810,27.158,0.0027157542715797187
Bahrain,1701583,2020-06-15,46,27.034,0.002703365043021704
United Arab Emirates,9890400,2020-06-01,266,26.895,0.0026894766642400715
Oman,5106622,2020-06-22,137,26.828,0.0026827910896870767
Yemen,29825968,2021-03-24,800,26.822,0.002682226441066389
Saudi Arabia,34813867,2020-06-13,932,26.771,0.002677094159060239
United Arab Emirates,9890400,2020-05-31,264,26.693,0.0026692550351856345
United Arab Emirates,9890400,2020-05-30,262,26.49,0.002649033406131198
Qatar,2881060,2020-06-15,76,26.379,0.002637917988518115
Yemen,29825968,2021-03-23,785,26.319,0.002631934695296394
United Arab Emirates,9890400,2020-05-29,260,26.288,0.002628811777076761
Kuwait,4270563,2020-05-17,112,26.226,0.0026226050288919753
United Arab Emirates,9890400,2020-05-28,258,26.086,0.0026085901480223245
Yemen,29825968,2021-03-22,771,25.85,0.002584995732577732
United Arab Emirates,9890400,2020-05-27,255,25.783,0.00257825770444067
Oman,5106622,2020-06-21,131,25.653,0.0025652965894088107
Saudi Arabia,34813867,2020-06-12,893,25.651,0.0025650698326617955
United Arab Emirates,9890400,2020-05-26,253,25.58,0.0025580360753862334
Qatar,2881060,2020-06-14,73,25.338,0.002533789646866084
Yemen,29825968,2021-03-21,751,25.179,0.0025179400715510726
United Arab Emirates,9890400,2020-05-25,248,25.075,0.0025074820027501414
Oman,5106622,2020-06-20,128,25.065,0.0025065493392696777
Kuwait,4270563,2020-05-16,107,25.055,0.002505524447245012
United Arab Emirates,9890400,2020-05-24,245,24.771,0.0024771495591684864
Yemen,29825968,2021-03-20,737,24.71,0.002471001108832411
Bahrain,1701583,2020-06-14,42,24.683,0.002468289821889382
United Arab Emirates,9890400,2020-05-23,244,24.67,0.0024670387446412683
Saudi Arabia,34813867,2020-06-11,857,24.617,0.002461662762140155
Yemen,29825968,2021-03-19,733,24.576,0.0024575899766270787
Oman,5106622,2020-06-19,125,24.478,0.0024478020891305443
United Arab Emirates,9890400,2020-05-22,241,24.367,0.0024367063010596133
Qatar,2881060,2020-06-12,70,24.297,0.0024296613052140533
Qatar,2881060,2020-06-13,70,24.297,0.0024296613052140533
Yemen,29825968,2021-03-18,723,24.241,0.002424062146113749
United Arab Emirates,9890400,2020-05-21,237,23.963,0.0023962630429507402
Qatar,2881060,2020-06-11,69,23.95,0.0023949518579967095
Yemen,29825968,2021-03-17,713,23.905,0.002390534315600419
Yemen,29825968,2021-03-16,707,23.704,0.0023704176172924213
United Arab Emirates,9890400,2020-05-20,233,23.558,0.0023558197848418667
Saudi Arabia,34813867,2020-06-10,819,23.525,0.002352510854367313
Yemen,29825968,2021-03-15,698,23.402,0.002340242569830424
Oman,5106622,2020-06-18,119,23.303,0.0023303075888522783
Yemen,29825968,2021-03-14,689,23.101,0.0023100675223684274
United Arab Emirates,9890400,2020-05-19,227,22.952,0.002295154897678557
Qatar,2881060,2020-06-10,66,22.908,0.0022908235163446784
Yemen,29825968,2021-03-13,683,22.9,0.0022899508240604295
Yemen,29825968,2021-03-12,679,22.765,0.0022765396918550973
Oman,5106622,2020-06-17,116,22.716,0.0022715603387131454
United Arab Emirates,9890400,2020-05-18,224,22.648,0.002264822454096902
Saudi Arabia,34813867,2020-06-09,783,22.491,0.002249103783845673
Kuwait,4270563,2020-05-15,96,22.479,0.002247947167621693
Yemen,29825968,2021-03-11,667,22.363,0.002236306295239102
Oman,5106622,2020-06-16,114,22.324,0.0022323955052870564
United Arab Emirates,9890400,2020-05-17,220,22.244,0.0022243791959880286
Yemen,29825968,2021-03-10,661,22.162,0.002216189596931104
Yemen,29825968,2021-03-09,654,21.927,0.002192720115571773
Yemen,29825968,2021-03-08,653,21.894,0.00218936733252044
Yemen,29825968,2021-03-07,651,21.827,0.002182661766417774
Yemen,29825968,2021-03-06,650,21.793,0.002179308983366441
Bahrain,1701583,2020-06-13,37,21.744,0.002174445795473979
Yemen,29825968,2021-03-05,648,21.726,0.002172603417263775
United Arab Emirates,9890400,2020-05-16,214,21.637,0.002163714308824719
Yemen,29825968,2021-03-04,645,21.625,0.002162545068109776
Yemen,29825968,2021-03-03,643,21.558,0.00215583950200711
Qatar,2881060,2020-06-09,62,21.52,0.0021519857274753043
Yemen,29825968,2021-03-02,640,21.458,0.002145781152853111
Saudi Arabia,34813867,2020-06-08,746,21.428,0.0021428242946984317
Yemen,29825968,2021-02-28,634,21.257,0.002125664454545113
Yemen,29825968,2021-03-01,634,21.257,0.002125664454545113
United Arab Emirates,9890400,2020-05-15,210,21.233,0.002123271050715846
Bahrain,1701583,2020-06-12,36,21.157,0.002115676990190899
Yemen,29825968,2021-02-27,631,21.156,0.002115606105391114
Oman,5106622,2020-06-15,108,21.149,0.0021149010050087905
United Arab Emirates,9890400,2020-05-14,208,21.03,0.002103049421661409
Yemen,29825968,2021-02-26,627,21.022,0.0021021949731857823
Yemen,29825968,2021-02-25,625,20.955,0.002095489407083116
Yemen,29825968,2021-02-24,624,20.921,0.0020921366240317834
United Arab Emirates,9890400,2020-05-13,206,20.828,0.0020828277926069724
Yemen,29825968,2021-02-23,620,20.787,0.002078725491826451
Yemen,29825968,2021-02-21,619,20.754,0.0020753727087751187
Yemen,29825968,2021-02-22,619,20.754,0.0020753727087751187
Yemen,29825968,2021-02-16,618,20.72,0.0020720199257237854
Yemen,29825968,2021-02-17,618,20.72,0.0020720199257237854
Yemen,29825968,2021-02-18,618,20.72,0.0020720199257237854
Yemen,29825968,2021-02-19,618,20.72,0.0020720199257237854
Yemen,29825968,2021-02-20,618,20.72,0.0020720199257237854
Yemen,29825968,2021-02-14,617,20.687,0.002068667142672452
Yemen,29825968,2021-02-15,617,20.687,0.002068667142672452
Yemen,29825968,2021-02-10,616,20.653,0.0020653143596211197
Yemen,29825968,2021-02-11,616,20.653,0.0020653143596211197
Yemen,29825968,2021-02-12,616,20.653,0.0020653143596211197
Yemen,29825968,2021-02-13,616,20.653,0.0020653143596211197
Yemen,29825968,2021-01-23,615,20.62,0.0020619615765697864
Yemen,29825968,2021-01-24,615,20.62,0.0020619615765697864
Yemen,29825968,2021-01-25,615,20.62,0.0020619615765697864
Yemen,29825968,2021-01-26,615,20.62,0.0020619615765697864
Yemen,29825968,2021-01-27,615,20.62,0.0020619615765697864
Yemen,29825968,2021-01-28,615,20.62,0.0020619615765697864
Yemen,29825968,2021-01-29,615,20.62,0.0020619615765697864
Yemen,29825968,2021-01-30,615,20.62,0.0020619615765697864
Yemen,29825968,2021-01-31,615,20.62,0.0020619615765697864
Yemen,29825968,2021-02-01,615,20.62,0.0020619615765697864
Yemen,29825968,2021-02-02,615,20.62,0.0020619615765697864
Yemen,29825968,2021-02-03,615,20.62,0.0020619615765697864
Yemen,29825968,2021-02-04,615,20.62,0.0020619615765697864
Yemen,29825968,2021-02-05,615,20.62,0.0020619615765697864
Yemen,29825968,2021-02-06,615,20.62,0.0020619615765697864
Yemen,29825968,2021-02-07,615,20.62,0.0020619615765697864
Yemen,29825968,2021-02-08,615,20.62,0.0020619615765697864
Yemen,29825968,2021-02-09,615,20.62,0.0020619615765697864
Kuwait,4270563,2020-05-14,88,20.606,0.002060618236986552
Yemen,29825968,2021-01-21,614,20.586,0.002058608793518453
Yemen,29825968,2021-01-22,614,20.586,0.002058608793518453
United Arab Emirates,9890400,2020-05-12,203,20.525,0.0020524953490253174
Yemen,29825968,2021-01-11,612,20.519,0.0020519032274157875
Yemen,29825968,2021-01-12,612,20.519,0.0020519032274157875
Yemen,29825968,2021-01-13,612,20.519,0.0020519032274157875
Yemen,29825968,2021-01-14,612,20.519,0.0020519032274157875
Yemen,29825968,2021-01-15,612,20.519,0.0020519032274157875
Yemen,29825968,2021-01-16,612,20.519,0.0020519032274157875
Yemen,29825968,2021-01-17,612,20.519,0.0020519032274157875
Yemen,29825968,2021-01-18,612,20.519,0.0020519032274157875
Yemen,29825968,2021-01-19,612,20.519,0.0020519032274157875
Yemen,29825968,2021-01-20,612,20.519,0.0020519032274157875
Yemen,29825968,2021-01-10,611,20.486,0.0020485504443644546
Yemen,29825968,2020-12-29,610,20.452,0.0020451976613131214
Yemen,29825968,2020-12-30,610,20.452,0.0020451976613131214
Yemen,29825968,2020-12-31,610,20.452,0.0020451976613131214
Yemen,29825968,2021-01-01,610,20.452,0.0020451976613131214
Yemen,29825968,2021-01-02,610,20.452,0.0020451976613131214
Yemen,29825968,2021-01-03,610,20.452,0.0020451976613131214
