Location,Population,date,HighestInfectionCount,PercentPopulationInfected
Bahrain,1701583,2021-04-30,176934,10.398199793956568
Bahrain,1701583,2021-04-29,175752,10.328735066111967
Bahrain,1701583,2021-04-28,174659,10.26450076193756
Bahrain,1701583,2021-04-27,173548,10.199208619268058
Bahrain,1701583,2021-04-26,172576,10.142085340532905
Bahrain,1701583,2021-04-25,171370,10.071210161361508
Bahrain,1701583,2021-04-24,170335,10.010384447893522
Bahrain,1701583,2021-04-23,169254,9.946855369382511
Bahrain,1701583,2021-04-22,168201,9.884971817419427
Bahrain,1701583,2021-04-21,167165,9.824087335146155
Bahrain,1701583,2021-04-20,166157,9.76484837942081
Bahrain,1701583,2021-04-19,165118,9.70378759073169
Bahrain,1701583,2021-04-18,164110,9.644548635006345
Bahrain,1701583,2021-04-17,163113,9.585956136139112
Bahrain,1701583,2021-04-16,162089,9.525776879529237
Bahrain,1701583,2021-04-15,160934,9.45789890942728
Bahrain,1701583,2021-04-14,159964,9.40089316830269
Bahrain,1701583,2021-04-13,158789,9.331839822095073
Bahrain,1701583,2021-04-12,157729,9.269544888495007
Bahrain,1701583,2021-04-11,156462,9.195084812201344
Bahrain,1701583,2021-04-10,155402,9.13278987860128
Bahrain,1701583,2021-04-09,154280,9.066851279073662
Bahrain,1701583,2021-04-08,153074,8.995976099902267
Bahrain,1701583,2021-04-07,151931,8.928803355463707
Bahrain,1701583,2021-04-06,150811,8.862982293546656
Bahrain,1701583,2021-04-05,149791,8.803038112157914
Bahrain,1701583,2021-04-04,148817,8.745797295812194
Bahrain,1701583,2021-04-03,147770,8.684266356680808
Bahrain,1701583,2021-04-02,146454,8.606926608928275
Bahrain,1701583,2021-04-01,145380,8.543808912054246
Bahrain,1701583,2021-03-31,144445,8.488860079114566
Bahrain,1701583,2021-03-30,143574,8.437672449713004
Bahrain,1701583,2021-03-29,142669,8.384486680931815
Bahrain,1701583,2021-03-28,141845,8.336061185378556
Bahrain,1701583,2021-03-27,140818,8.275705622352833
Bahrain,1701583,2021-03-26,139953,8.224870605782968
Bahrain,1701583,2021-03-25,139124,8.176151266203293
Bahrain,1701583,2021-03-24,138283,8.126726700960225
Bahrain,1701583,2021-03-23,137550,8.083649166687726
Bahrain,1701583,2021-03-22,136741,8.036105203213713
Bahrain,1701583,2021-03-21,135982,7.991499680003855
Bahrain,1701583,2021-03-20,135326,7.952947343738155
Bahrain,1701583,2021-03-19,134510,7.90499199862716
Bahrain,1701583,2021-03-18,133779,7.862032001965229
Bahrain,1701583,2021-03-17,133137,7.824302428973491
Bahrain,1701583,2021-03-16,132369,7.779167986516085
Bahrain,1701583,2021-03-15,131683,7.738852586091892
Bahrain,1701583,2021-03-14,131001,7.6987722608888305
Bahrain,1701583,2021-03-13,130404,7.663687284134832
Bahrain,1701583,2021-03-12,129825,7.629660145875929
Bahrain,1701583,2021-03-11,129081,7.585936154745316
Bahrain,1701583,2021-03-10,128428,7.547560124895465
Bahrain,1701583,2021-03-09,127800,7.51065331517769
Bahrain,1701583,2021-03-08,127255,7.478624316298411
Bahrain,1701583,2021-03-07,126602,7.44024828644856
Bahrain,1701583,2021-03-06,126126,7.412274335133813
Bahrain,1701583,2021-03-05,125514,7.376307826300568
Bahrain,1701583,2021-03-04,124857,7.337696721229585
Bahrain,1701583,2021-03-03,124269,7.303140663723133
Bahrain,1701583,2021-03-02,123531,7.25976928542422
Bahrain,1701583,2021-03-01,123039,7.230855033224944
Bahrain,1701583,2021-02-28,122394,7.1929491538173576
Bahrain,1701583,2021-02-27,121778,7.156747569762979
Qatar,2881060,2021-04-30,205652,7.138067239141149
Bahrain,1701583,2021-02-26,121127,7.118489077523694
Qatar,2881060,2021-04-29,204976,7.114603652822225
Qatar,2881060,2021-04-28,204289,7.09075826258391
Bahrain,1701583,2021-02-25,120495,7.081347192584787
Qatar,2881060,2021-04-27,203599,7.066808744003943
Bahrain,1701583,2021-02-24,119858,7.043911463619465
Qatar,2881060,2021-04-26,202904,7.0426856781878895
Qatar,2881060,2021-04-25,202201,7.018284936794096
Bahrain,1701583,2021-02-23,119205,7.005535433769613
Qatar,2881060,2021-04-24,201496,6.993814776505869
Qatar,2881060,2021-04-23,200778,6.968893393403816
Bahrain,1701583,2021-02-22,118530,6.965866490203535
Qatar,2881060,2021-04-22,199980,6.941195254524376
Bahrain,1701583,2021-02-21,117809,6.9234941815944335
Qatar,2881060,2021-04-21,199180,6.913427696750501
Bahrain,1701583,2021-02-20,117234,6.889702118556662
Qatar,2881060,2021-04-20,198361,6.885000659479497
Qatar,2881060,2021-04-19,197476,6.8542827986921475
Bahrain,1701583,2021-02-19,116482,6.845507976983785
Qatar,2881060,2021-04-18,196580,6.823183133985408
Bahrain,1701583,2021-02-18,115705,6.799844615278832
Qatar,2881060,2021-04-17,195757,6.794617258925534
Qatar,2881060,2021-04-16,194930,6.765912546076791
Bahrain,1701583,2021-02-17,115057,6.761762429455395
Qatar,2881060,2021-04-15,193952,6.73196670669823
Bahrain,1701583,2021-02-16,114361,6.720859340978372
Qatar,2881060,2021-04-14,192963,6.697639063400277
Bahrain,1701583,2021-02-15,113590,6.675548592105117
Qatar,2881060,2021-04-13,191979,6.663484967338411
Qatar,2881060,2021-04-12,190998,6.629434999618196
Bahrain,1701583,2021-02-14,112742,6.625712645225064
Qatar,2881060,2021-04-11,190025,6.595662707475721
Bahrain,1701583,2021-02-13,112102,6.588100609843893
Qatar,2881060,2021-04-10,189064,6.562306928699854
Bahrain,1701583,2021-02-12,111312,6.541673253670259
Qatar,2881060,2021-04-09,188100,6.528847021582335
Qatar,2881060,2021-04-08,187150,6.495873046725858
Bahrain,1701583,2021-02-11,110416,6.489016404136619
Qatar,2881060,2021-04-07,186201,6.462933781316599
Bahrain,1701583,2021-02-10,109604,6.441296134246757
Qatar,2881060,2021-04-06,185261,6.430306900932297
Kuwait,4270563,2021-04-30,273991,6.415805129206617
Qatar,2881060,2021-04-05,184334,6.398131243361818
Bahrain,1701583,2021-02-09,108807,6.394457396436142
Kuwait,4270563,2021-04-29,272562,6.382343498971915
Qatar,2881060,2021-04-04,183424,6.3665456463940355
Bahrain,1701583,2021-02-08,108048,6.349851873226283
Kuwait,4270563,2021-04-28,271145,6.349162862133166
Qatar,2881060,2021-04-03,182548,6.336140170631642
Kuwait,4270563,2021-04-27,269681,6.314881667826936
Bahrain,1701583,2021-02-07,107329,6.307597102227749
Qatar,2881060,2021-04-02,181678,6.305942951552554
Kuwait,4270563,2021-04-26,268235,6.281021963614633
Qatar,2881060,2021-04-01,180804,6.275606894684595
Bahrain,1701583,2021-02-06,106713,6.271395518173371
Kuwait,4270563,2021-04-25,266949,6.250908838015034
Qatar,2881060,2021-03-31,179964,6.2464509590220265
Bahrain,1701583,2021-02-05,106198,6.241129583452585
Qatar,2881060,2021-03-30,179184,6.219377590192499
Kuwait,4270563,2021-04-24,265404,6.214730938286123
Bahrain,1701583,2021-02-04,105496,6.199873882143862
Qatar,2881060,2021-03-29,178464,6.194386788196011
Kuwait,4270563,2021-04-23,264198,6.186491101992876
Qatar,2881060,2021-03-28,177774,6.170437269616044
Bahrain,1701583,2021-02-03,104792,6.158500643224574
Kuwait,4270563,2021-04-22,262766,6.152959223409185
Qatar,2881060,2021-03-27,177135,6.148257932844162
Qatar,2881060,2021-03-26,176521,6.126946332252713
Bahrain,1701583,2021-02-02,104239,6.126001493903031
Kuwait,4270563,2021-04-21,261307,6.118795109684601
Qatar,2881060,2021-03-25,175919,6.106051245027872
Bahrain,1701583,2021-02-01,103582,6.087390388832047
Qatar,2881060,2021-03-24,175332,6.08567679951129
Kuwait,4270563,2021-04-20,259868,6.0850993182866056
Qatar,2881060,2021-03-23,174762,6.065892414597405
Bahrain,1701583,2021-01-31,103057,6.056536766058429
Kuwait,4270563,2021-04-19,258497,6.052995822799008
Qatar,2881060,2021-03-22,174228,6.047357569783344
Bahrain,1701583,2021-01-30,102626,6.0312074109814215
Qatar,2881060,2021-03-21,173709,6.0293433666775424
Kuwait,4270563,2021-04-18,256987,6.017637487141625
Qatar,2881060,2021-03-20,173206,6.011884514727218
Qatar,2881060,2021-03-19,172697,5.994217406093591
Bahrain,1701583,2021-01-29,101971,5.992713843521004
Kuwait,4270563,2021-04-17,255860,5.9912475240384
Qatar,2881060,2021-03-18,172200,5.97696681082657
Bahrain,1701583,2021-01-28,101503,5.965210042648522
Qatar,2881060,2021-03-17,171701,5.959646796665116
Kuwait,4270563,2021-04-16,254472,5.958745954573202
Qatar,2881060,2021-03-16,171212,5.942673876975835
Bahrain,1701583,2021-01-27,101116,5.94246651500397
Qatar,2881060,2021-03-15,170733,5.926048051758728
Kuwait,4270563,2021-04-15,253066,5.925822895014077
Bahrain,1701583,2021-01-26,100689,5.917372235148095
Qatar,2881060,2021-03-14,170252,5.909352807647186
Kuwait,4270563,2021-04-14,251675,5.893251077199892
Qatar,2881060,2021-03-13,169767,5.892518725746774
Bahrain,1701583,2021-01-25,100230,5.890397353523161
Qatar,2881060,2021-03-12,169284,5.875754062740797
Bahrain,1701583,2021-01-24,99817,5.866125836941248
Kuwait,4270563,2021-04-13,250273,5.860421682106083
Qatar,2881060,2021-03-11,168829,5.8599612642569054
Bahrain,1701583,2021-01-23,99456,5.844910298234056
Qatar,2881060,2021-03-10,168361,5.843717242959189
Bahrain,1701583,2021-01-22,99210,5.830453172134418
Qatar,2881060,2021-03-09,167888,5.827299674425386
Kuwait,4270563,2021-04-12,248729,5.824267198493501
Qatar,2881060,2021-03-08,167417,5.810951524786017
Bahrain,1701583,2021-01-21,98878,5.810941928780436
Qatar,2881060,2021-03-07,166949,5.794707503488299
Bahrain,1701583,2021-01-20,98573,5.793017443169096
Kuwait,4270563,2021-04-11,247094,5.785981848294944
Qatar,2881060,2021-03-06,166475,5.778255225507278
Bahrain,1701583,2021-01-19,98260,5.774622807115492
Qatar,2881060,2021-03-05,166015,5.762288879787301
Bahrain,1701583,2021-01-18,97940,5.755816789424906
Kuwait,4270563,2021-04-10,245704,5.7534334465970876
Qatar,2881060,2021-03-04,165546,5.746010149042367
Bahrain,1701583,2021-01-17,97607,5.736246777265641
Qatar,2881060,2021-03-03,165071,5.729523161614128
Kuwait,4270563,2021-04-09,244325,5.7211426221788555
Bahrain,1701583,2021-01-16,97268,5.716324152274676
Qatar,2881060,2021-03-02,164600,5.7131750119747595
Bahrain,1701583,2021-01-15,97020,5.701749488564472
Qatar,2881060,2021-03-01,164137,5.6971045379131295
Bahrain,1701583,2021-01-14,96812,5.6895255770655915
Kuwait,4270563,2021-04-08,242848,5.686557018360343
Qatar,2881060,2021-02-28,163664,5.680686969379326
Bahrain,1701583,2021-01-13,96470,5.669426645658778
Qatar,2881060,2021-02-27,163197,5.664477657528826
Kuwait,4270563,2021-04-07,241469,5.65426619394211
Bahrain,1701583,2021-01-12,96195,5.6532652242059305
Qatar,2881060,2021-02-26,162737,5.648511311808848
Bahrain,1701583,2021-01-11,95879,5.634694281736477
Qatar,2881060,2021-02-25,162268,5.632232581063914
Kuwait,4270563,2021-04-06,239952,5.618743945470421
Qatar,2881060,2021-02-24,161803,5.61609268810785
Bahrain,1701583,2021-01-10,95558,5.615829495240608
Bahrain,1701583,2021-01-09,95317,5.601666213167386
Qatar,2881060,2021-02-23,161344,5.600161051835088
Kuwait,4270563,2021-04-05,238549,5.585891134260284
Bahrain,1701583,2021-01-08,95030,5.584799566051142
Qatar,2881060,2021-02-22,160889,5.584368253351197
Qatar,2881060,2021-02-21,160426,5.5682977792895665
Bahrain,1701583,2021-01-07,94633,5.561468350353759
Kuwait,4270563,2021-04-04,237192,5.554115464401297
Qatar,2881060,2021-02-20,159967,5.5523661430168065
Bahrain,1701583,2021-01-06,94284,5.540958037309964
Qatar,2881060,2021-02-19,159518,5.5367816012162185
Kuwait,4270563,2021-04-03,235989,5.525945876457039
Bahrain,1701583,2021-01-05,93995,5.523973852583153
Qatar,2881060,2021-02-18,159053,5.520641708260154
Bahrain,1701583,2021-01-04,93766,5.510515796173328
Qatar,2881060,2021-02-17,158591,5.504605943645742
Kuwait,4270563,2021-04-02,234754,5.4970269727902386
Bahrain,1701583,2021-01-03,93478,5.493590380251801
Qatar,2881060,2021-02-16,158138,5.488882564056285
Qatar,2881060,2021-02-15,158132,5.488674307372981
Bahrain,1701583,2021-01-02,93184,5.476312351498575
Kuwait,4270563,2021-04-01,233521,5.4681549013560975
Bahrain,1701583,2021-01-01,92913,5.4603860052668605
Qatar,2881060,2021-02-14,157244,5.4578523182439795
Bahrain,1701583,2020-12-31,92675,5.446399029609488
Qatar,2881060,2021-02-13,156804,5.442580161468348
Kuwait,4270563,2021-03-31,232103,5.434950848401019
Bahrain,1701583,2020-12-30,92425,5.431706828288717
Qatar,2881060,2021-02-12,156351,5.426856781878891
Bahrain,1701583,2020-12-29,92169,5.416662014136248
Qatar,2881060,2021-02-11,155901,5.411237530631087
Kuwait,4270563,2021-03-30,230821,5.404931387266738
Bahrain,1701583,2020-12-28,91935,5.402910113700007
Qatar,2881060,2021-02-10,155453,5.395687698277717
Bahrain,1701583,2020-12-27,91733,5.391038815032825
Qatar,2881060,2021-02-09,155002,5.3800337375826945
Bahrain,1701583,2020-12-26,91518,5.378403521896963
Kuwait,4270563,2021-03-29,229550,5.375169503412079
Bahrain,1701583,2020-12-25,91304,5.3658269975663835
Qatar,2881060,2021-02-08,154525,5.363477331260022
Bahrain,1701583,2020-12-24,91070,5.352075097130142
Qatar,2881060,2021-02-07,154098,5.348656397298217
Kuwait,4270563,2021-03-28,228299,5.3458759418840085
Bahrain,1701583,2020-12-23,90817,5.337206589393523
Qatar,2881060,2021-02-06,153690,5.33449494283354
Bahrain,1701583,2020-12-22,90634,5.32645189802672
Qatar,2881060,2021-02-05,153296,5.320819420629907
Kuwait,4270563,2021-03-27,227178,5.31962647547876
Bahrain,1701583,2020-12-21,90450,5.315638437854632
Qatar,2881060,2021-02-04,152898,5.307005060637405
Bahrain,1701583,2020-12-20,90282,5.305765278567075
Qatar,2881060,2021-02-03,152491,5.292878315619945
Bahrain,1701583,2020-12-19,90062,5.2928361414047975
Kuwait,4270563,2021-03-26,225980,5.291573968116148
Bahrain,1701583,2020-12-18,89883,5.282316525259127
Qatar,2881060,2021-02-02,152095,5.279133374521877
Bahrain,1701583,2020-12-17,89743,5.274088892519495
Qatar,2881060,2021-02-01,151720,5.266117331815374
Bahrain,1701583,2020-12-16,89600,5.265684953364015
United Arab Emirates,9890400,2021-04-30,520236,5.260009706381946
Bahrain,1701583,2020-12-15,89444,5.256517019739855
Kuwait,4270563,2021-03-25,224432,5.255325820038248
Qatar,2881060,2021-01-31,151335,5.2527541946366965
Bahrain,1701583,2020-12-14,89268,5.246173710010032
Qatar,2881060,2021-01-30,150984,5.240571178663409
United Arab Emirates,9890400,2021-04-29,518262,5.2400509585052175
Bahrain,1701583,2020-12-13,89143,5.238827609349647
Bahrain,1701583,2020-12-12,88965,5.228366762009259
Qatar,2881060,2021-01-29,150621,5.227971649323513
Kuwait,4270563,2021-03-24,223042,5.222777418340392
United Arab Emirates,9890400,2021-04-28,516301,5.220223651217342
Bahrain,1701583,2020-12-11,88820,5.219845285243212
Qatar,2881060,2021-01-28,150280,5.216135727822398
Bahrain,1701583,2020-12-10,88632,5.208796749849993
Qatar,2881060,2021-01-27,149933,5.2040915496379805
United Arab Emirates,9890400,2021-04-27,514591,5.202934158375799
Bahrain,1701583,2020-12-09,88495,5.20074542352621
Kuwait,4270563,2021-03-23,221743,5.192359883228511
Qatar,2881060,2021-01-26,149595,5.192359756478519
Bahrain,1701583,2020-12-08,88294,5.188932893664312
Qatar,2881060,2021-01-25,149296,5.181981631760533
United Arab Emirates,9890400,2021-04-26,512497,5.181762112755804
Bahrain,1701583,2020-12-07,88111,5.178178202297508
Qatar,2881060,2021-01-24,149019,5.172367114881329
Bahrain,1701583,2020-12-06,87930,5.1675410485412705
United Arab Emirates,9890400,2021-04-25,510738,5.163977190002426
Qatar,2881060,2021-01-23,148772,5.163793881418645
Kuwait,4270563,2021-03-22,220455,5.162199925396253
Bahrain,1701583,2020-12-05,87732,5.15590482509522
Qatar,2881060,2021-01-22,148521,5.155081810167092
Bahrain,1701583,2020-12-04,87600,5.148147342797853
Qatar,2881060,2021-01-21,148258,5.14595322554893
United Arab Emirates,9890400,2021-04-24,508925,5.14564628326458
Bahrain,1701583,2020-12-03,87432,5.138274183510296
Qatar,2881060,2021-01-20,148000,5.136998188166856
Kuwait,4270563,2021-03-21,219125,5.131056490678161
Bahrain,1701583,2020-12-02,87270,5.128753637054436
Qatar,2881060,2021-01-19,147729,5.127591927970955
United Arab Emirates,9890400,2021-04-23,506845,5.124615789047966
Bahrain,1701583,2020-12-01,87137,5.120937385951787
Qatar,2881060,2021-01-18,147504,5.119782302347053
Qatar,2881060,2021-01-17,147277,5.111903257828716
Bahrain,1701583,2020-11-30,86956,5.1103002321955495
Qatar,2881060,2021-01-16,147089,5.105377881751855
United Arab Emirates,9890400,2021-04-22,504872,5.104667151985764
Kuwait,4270563,2021-03-20,217933,5.103144480013525
Bahrain,1701583,2020-11-29,86787,5.100368304102709
Qatar,2881060,2021-01-15,146885,5.098297154519517
Bahrain,1701583,2020-11-28,86645,5.0920231337525115
Qatar,2881060,2021-01-14,146689,5.091494102864917
Bahrain,1701583,2020-11-27,86515,5.084383189065711
Qatar,2881060,2021-01-13,146480,5.084239828396493
United Arab Emirates,9890400,2021-04-21,502791,5.083626546954623
Qatar,2881060,2021-01-12,146279,5.077263229505807
Bahrain,1701583,2020-11-26,86347,5.074510029778153
Kuwait,4270563,2021-03-19,216586,5.071602971317833
Qatar,2881060,2021-01-11,146068,5.069939536142947
Bahrain,1701583,2020-11-25,86185,5.064989483322294
United Arab Emirates,9890400,2021-04-20,500860,5.064102564102564
Qatar,2881060,2021-01-10,145865,5.062893518357827
Qatar,2881060,2021-01-09,145672,5.05619459504488
Bahrain,1701583,2020-11-24,86016,5.055057555229454
Qatar,2881060,2021-01-08,145466,5.0490444489181066
Bahrain,1701583,2020-11-23,85886,5.047417610542654
United Arab Emirates,9890400,2021-04-19,498957,5.044861684057268
Qatar,2881060,2021-01-07,145271,5.042276106710725
Bahrain,1701583,2020-11-22,85705,5.036780456786416
Kuwait,4270563,2021-03-18,215067,5.036033890613486
Qatar,2881060,2021-01-06,145061,5.034987122795083
Bahrain,1701583,2020-11-21,85591,5.030080812984145
Qatar,2881060,2021-01-05,144852,5.027732848326657
United Arab Emirates,9890400,2021-04-18,497154,5.026631885464693
Bahrain,1701583,2020-11-20,85467,5.0227934811290424
Qatar,2881060,2021-01-04,144644,5.0205132833054495
Bahrain,1701583,2020-11-19,85317,5.013978160336581
Qatar,2881060,2021-01-03,144437,5.0133284277314605
United Arab Emirates,9890400,2021-04-17,495224,5.007118013427162
Qatar,2881060,2021-01-02,144240,5.006490666629643
Bahrain,1701583,2020-11-18,85182,5.006044371623364
Kuwait,4270563,2021-03-17,213673,5.003391824450312
Qatar,2881060,2021-01-01,144042,4.999618196080609
Bahrain,1701583,2020-11-17,85008,4.9958185995041084
Qatar,2881060,2020-12-31,143834,4.992398631059402
Bahrain,1701583,2020-11-16,84882,4.988413730038441
United Arab Emirates,9890400,2021-04-16,493266,4.987321038582868
Qatar,2881060,2020-12-30,143621,4.985005518802107
Qatar,2881060,2020-12-29,143428,4.97830659548916
Bahrain,1701583,2020-11-15,84703,4.97789411389277
Qatar,2881060,2020-12-28,143222,4.971156449362388
United Arab Emirates,9890400,2021-04-15,491423,4.968686807409204
Kuwait,4270563,2021-03-16,212169,4.968173985490906
Bahrain,1701583,2020-11-14,84523,4.967315728941815
Qatar,2881060,2020-12-27,143062,4.9656029378076125
Qatar,2881060,2020-12-26,142903,4.960084135700055
Bahrain,1701583,2020-11-13,84349,4.957089956822559
Qatar,2881060,2020-12-25,142734,4.954218239120324
Qatar,2881060,2020-12-24,142605,4.949740720429287
United Arab Emirates,9890400,2021-04-14,489495,4.949193157000728
Bahrain,1701583,2020-11-12,84192,4.947863254393115
Qatar,2881060,2020-12-23,142448,4.944291337216163
Qatar,2881060,2020-12-22,142308,4.939432014605735
Bahrain,1701583,2020-11-11,84042,4.939047933600653
Kuwait,4270563,2021-03-15,210855,4.937405208634084
Qatar,2881060,2020-12-21,142159,4.9342603069703515
United Arab Emirates,9890400,2021-04-13,487697,4.93101391248079
Qatar,2881060,2020-12-20,142001,4.928776214310011
Bahrain,1701583,2020-11-10,83811,4.925472339580262
Qatar,2881060,2020-12-19,141858,4.9238127633579305
Qatar,2881060,2020-12-18,141716,4.918884021853068
Bahrain,1701583,2020-11-09,83632,4.91495272343459
Qatar,2881060,2020-12-17,141557,4.91336521974551
United Arab Emirates,9890400,2021-04-12,485675,4.910569845506754
Qatar,2881060,2020-12-16,141417,4.908505897135082
Kuwait,4270563,2021-03-14,209523,4.906214941683333
Bahrain,1701583,2020-11-08,83456,4.904609413704768
Qatar,2881060,2020-12-15,141272,4.903473027288567
Qatar,2881060,2020-12-14,141121,4.8982319007587485
Bahrain,1701583,2020-11-07,83264,4.893325803090416
Qatar,2881060,2020-12-13,140961,4.892678389203973
United Arab Emirates,9890400,2021-04-11,483747,4.891076195098277
Qatar,2881060,2020-12-12,140827,4.888027323276849
Qatar,2881060,2020-12-11,140680,4.8829250345359005
Kuwait,4270563,2021-03-13,208460,4.881323610025189
Bahrain,1701583,2020-11-06,83023,4.879162521017194
Qatar,2881060,2020-12-10,140516,4.877232685192256
United Arab Emirates,9890400,2021-04-10,481937,4.872775620804012
Qatar,2881060,2020-12-09,140353,4.871575045295828
Qatar,2881060,2020-12-08,140203,4.866368628213228
Bahrain,1701583,2020-11-05,82786,4.865234314165104
Qatar,2881060,2020-12-07,140086,4.862307622888798
Qatar,2881060,2020-12-06,139908,4.8561293412841104
Bahrain,1701583,2020-11-04,82624,4.855713767709245
United Arab Emirates,9890400,2021-04-09,480006,4.853251637951953
Kuwait,4270563,2021-03-12,207249,4.852966693150294
Qatar,2881060,2020-12-05,139783,4.851790660381942
Qatar,2881060,2020-12-04,139643,4.846931337771514
Qatar,2881060,2020-12-03,139477,4.841169569533435
Bahrain,1701583,2020-11-03,82363,4.840375109530361
United Arab Emirates,9890400,2021-04-08,478131,4.834293860713419
Qatar,2881060,2020-12-02,139256,4.8334987816984025
Bahrain,1701583,2020-11-02,82133,4.826858284315253
Qatar,2881060,2020-12-01,139001,4.82464787265798
Kuwait,4270563,2021-03-11,205893,4.821214439407638
Qatar,2881060,2020-11-30,138833,4.818816685525467
Bahrain,1701583,2020-11-01,81923,4.814516835205805
United Arab Emirates,9890400,2021-04-07,476019,4.812939820431934
Qatar,2881060,2020-11-29,138648,4.812395437790258
Qatar,2881060,2020-11-28,138477,4.806460122316092
Qatar,2881060,2020-11-27,138250,4.7985810777977544
Bahrain,1701583,2020-10-31,81645,4.798179107337109
United Arab Emirates,9890400,2021-04-06,474136,4.793901156677182
Qatar,2881060,2020-11-26,138066,4.792194539509763
Bahrain,1701583,2020-10-30,81466,4.787659491191438
Kuwait,4270563,2021-03-10,204388,4.785973184331902
Qatar,2881060,2020-11-25,137851,4.784732008358035
Qatar,2881060,2020-11-24,137642,4.777477733889611
Bahrain,1701583,2020-10-29,81262,4.775670654913689
United Arab Emirates,9890400,2021-04-05,472148,4.773800857397072
Qatar,2881060,2020-11-23,137415,4.769598689371273
Qatar,2881060,2020-11-22,137229,4.7631427321888475
Bahrain,1701583,2020-10-28,81022,4.7615661416457495
Qatar,2881060,2020-11-21,137062,4.757346254503551
Kuwait,4270563,2021-03-09,203055,4.754759501264822
United Arab Emirates,9890400,2021-04-04,470136,4.753457898568309
Qatar,2881060,2020-11-20,136888,4.751306810687733
Bahrain,1701583,2020-10-27,80765,4.746462558687998
Qatar,2881060,2020-11-19,136649,4.743011252802789
Qatar,2881060,2020-11-18,136441,4.735791687781581
Bahrain,1701583,2020-10-26,80533,4.732828195862323
United Arab Emirates,9890400,2021-04-03,468023,4.732093747472296
Qatar,2881060,2020-11-17,136222,4.728190318840983
Kuwait,4270563,2021-03-08,201898,4.7276670546717146
Qatar,2881060,2020-11-16,136028,4.721456686080818
Bahrain,1701583,2020-10-25,80255,4.716490467993627
Qatar,2881060,2020-11-15,135785,4.713022290407003
United Arab Emirates,9890400,2021-04-02,465939,4.711022809997574
Qatar,2881060,2020-11-14,135570,4.705559759255274
Bahrain,1701583,2020-10-24,79975,4.700035202514365
Qatar,2881060,2020-11-13,135367,4.698513741470153
Kuwait,4270563,2021-03-07,200572,4.69661728441894
Qatar,2881060,2020-11-12,135132,4.690357021374077
United Arab Emirates,9890400,2021-04-01,463759,4.688981234328238
Qatar,2881060,2020-11-11,134887,4.681853206805829
Bahrain,1701583,2020-10-23,79574,4.676468911595849
Qatar,2881060,2020-11-10,134663,4.674078290629144
Kuwait,4270563,2021-03-06,199428,4.669829247338114
Qatar,2881060,2020-11-09,134433,4.666095117769154
United Arab Emirates,9890400,2021-03-31,461444,4.665574698697727
Qatar,2881060,2020-11-08,134203,4.658111944909166
Bahrain,1701583,2020-10-22,79211,4.655135835278091
Qatar,2881060,2020-11-07,134013,4.65151714993787
Qatar,2881060,2020-11-06,133811,4.644505841599967
United Arab Emirates,9890400,2021-03-30,459360,4.644503761223004
Kuwait,4270563,2021-03-05,198110,4.638966806015975
Qatar,2881060,2020-11-05,133619,4.637841627734237
Bahrain,1701583,2020-10-21,78907,4.637270118472035
Qatar,2881060,2020-11-04,133370,4.629198975377118
United Arab Emirates,9890400,2021-03-29,457071,4.621360106770201
Qatar,2881060,2020-11-03,133143,4.621319930858781
Bahrain,1701583,2020-10-20,78533,4.6152905852961625
Qatar,2881060,2020-11-02,132917,4.613475595787662
Qatar,2881060,2020-11-01,132720,4.606637834685845
United Arab Emirates,9890400,2021-03-28,455197,4.602412440346194
Kuwait,4270563,2021-03-04,196497,4.601196610376665
Qatar,2881060,2020-10-31,132556,4.6009454853422005
Bahrain,1701583,2020-10-19,78224,4.59713102446369
Qatar,2881060,2020-10-30,132343,4.593552373084906
Qatar,2881060,2020-10-29,132150,4.586853449771959
United Arab Emirates,9890400,2021-03-27,453069,4.580896627032273
Qatar,2881060,2020-10-28,131939,4.5795297564091
Bahrain,1701583,2020-10-18,77902,4.578207469162539
Qatar,2881060,2020-10-27,131689,4.5708523946047634
Qatar,2881060,2020-10-26,131432,4.561932066669907
Kuwait,4270563,2021-03-03,194781,4.5610145547554275
Bahrain,1701583,2020-10-17,77571,4.558754994613839
United Arab Emirates,9890400,2021-03-26,450765,4.557601310361563
Qatar,2881060,2020-10-25,131170,4.552838191498962
Qatar,2881060,2020-10-24,130965,4.545722754819407
Bahrain,1701583,2020-10-16,77325,4.544297868514201
Qatar,2881060,2020-10-23,130711,4.536906555226201
United Arab Emirates,9890400,2021-03-25,448637,4.536085497047642
Qatar,2881060,2020-10-22,130462,4.5282639028690825
Kuwait,4270563,2021-03-02,193372,4.528021246847313
Bahrain,1701583,2020-10-15,76954,4.522494641754178
Qatar,2881060,2020-10-21,130210,4.519517122170312
United Arab Emirates,9890400,2021-03-24,446594,4.515429102968535
Qatar,2881060,2020-10-20,129944,4.510284409210499
Bahrain,1701583,2020-10-14,76621,4.502924629594913
Qatar,2881060,2020-10-19,129671,4.5008087301201645
Kuwait,4270563,2021-03-01,192031,4.496620234849598
United Arab Emirates,9890400,2021-03-23,444398,4.4932257542667635
Qatar,2881060,2020-10-18,129431,4.492478462788001
Qatar,2881060,2020-10-17,129227,4.485397735555663
Bahrain,1701583,2020-10-13,76272,4.482414316551117
Qatar,2881060,2020-10-16,128992,4.477241015459588
United Arab Emirates,9890400,2021-03-22,442226,4.471265065113646
Qatar,2881060,2020-10-15,128803,4.47068092993551
